Food_Name,Temperature,Humidity,Methane,CO2,Storage_Days,Spoiled
Tomato,15.32,58.98,45.65,791.7,4.9,1
Yogurt,17.76,78.48,114.08,1625.93,7.3,2
Chicken,2.52,44.81,5.63,398.88,0.9,0
Eggs,4.72,51.55,3.47,331.7,1.6,0
Mushroom,6.03,59.11,4.69,420.77,1,0
Cheese,9.04,65.88,30.64,763.44,6.9,1
Milk,8.17,61.24,34.12,775.71,4.1,1
Bread,20.35,39.95,2.55,362.16,1.8,0
Milk,3.81,54,4.32,411.39,0.5,0
Eggs,9.86,59.95,29.53,724.69,6.2,1
Tomato,14.65,65.04,45.96,740.62,6,1
Chicken,2.9,48.6,4.6,388.68,0.9,0
Yogurt,10.04,60.69,34.55,740.31,4.8,1
Fish,1.68,49.96,8.7,428.3,1.3,0
Tomato,8.64,44.88,5.55,414.38,1.9,0
Potato,7.68,55.23,1.88,389.57,4.3,0
Milk,3.48,50.74,5.09,415.31,0.2,0
Bread,18.85,41.46,3.64,384.91,1.5,0
Apple,4.44,47.41,5.79,463.05,2.1,0
Eggs,3.99,48.89,4.53,400.17,2,0
Bread,21.75,52.73,23.23,713.74,3.5,1
Potato,22.96,82.76,85.27,1694.64,14,2
Milk,4.07,51.3,4.61,425.94,0.3,0
Potato,15.1,67.48,31.12,770.8,6.2,1
Strawberry,4.68,47.2,6.48,459.49,1.5,0
Milk,17.37,76.88,121.29,1678.29,8.2,2
Chicken,3.4,42.45,6.26,371.81,1.8,0
Chicken,3.67,51.49,7.67,415.93,0.6,0
Apple,12.33,,40.4,695.29,5.2,1
Apple,5.48,48.58,1.42,385.61,2.3,0
Beef,4.26,49.35,4.79,393.18,1.2,0
Apple,5.59,50.4,3.57,389.39,2.3,0
Yogurt,10.42,63.02,36.15,718.16,4.2,1
Apple,5.6,46.4,4.01,425.91,2.3,0
Bread,19.16,47.97,3.99,423.85,1.4,0
Apple,21.69,75.4,123.18,1850.49,10.1,2
Apple,6.61,49.58,3.25,409.26,1.9,0
Mushroom,5.54,68.4,7.29,449.39,0.6,0
Bread,24.13,61.1,35.23,636.09,3.6,1
Apple,5.71,41.69,5.55,420.96,2.1,0
Potato,20.3,74.78,87.07,1578.71,14.1,2
Beef,2.73,56.67,3.98,370.03,1.5,0
Fish,1.47,54.38,4.71,426.74,1.3,0
Orange,20.46,71.15,100.34,1735.32,9.8,2
Fish,16.26,74.53,143.44,2040.32,4.3,2
Fish,8.17,68.97,53.23,874.21,2.6,1
Cheese,3.7,52.57,4.46,378.4,2.8,0
Yogurt,9.57,64.22,28.9,757.42,4.7,1
Fish,14.23,92.76,135.6,1853.47,5,2
Spinach,10.45,74.71,46.87,818.28,4,1
Fish,18.04,76.58,140.15,1882.47,4.4,2
Spinach,11.69,78.38,,833.07,3.5,1
Chicken,23.89,80.81,150.5,1679.48,5.5,2
Cheese,4.68,41.49,3.72,365.24,2.2,0
Beef,24.43,89,136.98,2081.83,6.9,2
Bread,26.93,75.42,91,1528.24,7.8,2
Beef,17.72,84.57,153.2,1827.26,6.4,2
Yogurt,12.14,78.43,134.49,1667.35,10,2
Beef,20.02,86.99,127.52,1954.99,5.1,2
Tomato,15.34,68.47,44.3,796.46,5.3,1
Spinach,12.76,64.24,44.56,819.32,4.4,1
Yogurt,14.69,75.36,114.8,1633.65,9.5,2
Apple,12.91,63.85,29.42,836.63,4.5,1
Spinach,9.21,76.69,46.98,753.7,2.1,1
Orange,12.72,68.7,32.09,766.83,5.1,1
Mushroom,21.66,85.48,118.54,1698.25,6.2,2
Yogurt,4.69,47.7,4.64,398.31,3,0
Spinach,12.64,70.16,40.49,826.15,3.5,1
Mushroom,11.88,61.1,54.45,776.66,3.7,1
Apple,19.76,77.85,115.95,1761.14,8.5,2
Yogurt,,47.73,4.57,,2,0
Fish,9.26,62.33,50.21,798.37,2.4,1
Tomato,8.34,47,3.63,430.89,1.9,0
Potato,13.7,68.39,24.14,665.05,8.3,1
Apple,26.26,82.79,114.2,1780.35,9.6,2
Mushroom,13.44,65.77,41.96,935.23,3.1,1
Cheese,9.75,59.21,32.63,781.32,7.1,1
Bread,19.52,39.26,3.34,397.19,2,0
Chicken,7.96,61.43,40.68,717.25,3.2,1
Strawberry,17.75,79.11,121.83,1680.3,5.7,2
Cheese,9.85,56.11,31.59,797.42,8.4,1
Eggs,5.83,48.3,4.66,377.05,3.6,0
Milk,8.51,65.7,45.27,715.96,3.3,1
Apple,11.86,67.57,30.81,860.85,3.4,1
Milk,8.4,57.78,33.44,726.88,3.6,1
Apple,12.18,68.39,31.69,802.8,5.1,1
Orange,21.24,79.26,109.34,1896.17,11.8,2
Fish,19.07,96.17,137.76,2041.59,4.5,2
Yogurt,3.96,48.67,4.06,418.5,2,0
Milk,8.33,59.4,29.21,740.49,3,1
Strawberry,11.2,66.4,40.05,838.35,3,1
Orange,19.59,77.72,110.36,1813.58,9.4,2
Tomato,7.56,56.37,4.47,436.54,2.2,0
Fish,2.64,53.97,3.82,415.91,1,0
Strawberry,11.36,60.64,40.03,809.09,3.8,1
Apple,11.84,64.19,39,677.82,5.2,1
Orange,5.86,43.77,6.15,442.2,3.2,0
Mushroom,21.31,93.6,141.52,1835.99,6.1,2
Beef,3.52,50.29,9.82,435.89,0.8,0
Beef,6.67,51.07,7.58,403.14,0.8,0
Beef,3.36,53.57,6.09,421.23,1.4,0
Spinach,5.01,68.29,5.19,404.19,1.2,0
Cheese,4.73,49.09,3.24,368.55,2.9,0
Potato,6.5,52.62,1.8,412.42,5,0
Tomato,7.83,44.1,7.76,416.21,2.4,0
Milk,6.74,68.26,24.1,674.88,4.3,1
Yogurt,7.88,65.62,37.12,798.6,5.9,1
Beef,9.72,76.92,45.33,906.86,4.6,1
Potato,22.28,90.88,77.98,1783.31,12.5,2
Tomato,20.61,96.3,106.11,1693.13,10,2
Cheese,9.95,62.15,29.84,766.59,6.8,1
Strawberry,3.08,49.85,6.93,426.82,1.2,0
Tomato,13.45,61.23,50.12,782.85,4.1,1
Spinach,4.28,54.93,3.32,382.91,1,0
Cheese,16.68,74.64,122.02,1774.37,14.2,2
Spinach,11.12,75.65,48.6,898.01,4.2,1
Cheese,3.79,58.14,4.13,401.83,2.8,0
Bread,21,58.62,24.4,695.31,4.8,1
Potato,23.26,80.9,83.59,1837.89,12.2,2
Eggs,10.87,61.42,33.79,746.51,6.6,1
Yogurt,8.21,60.04,20.95,839.79,6.8,1
Strawberry,12.23,69.3,46.62,849.09,3.2,1
Tomato,13.67,63.24,27.12,822.3,4.9,1
Potato,8.16,52.24,3.26,399.49,3.6,0
Tomato,14.1,67.7,36.45,804.52,3.7,1
Potato,10.06,45.02,3.77,408.46,3.4,0
Cheese,9.97,65.08,30.14,761.12,6.7,1
Milk,4.44,52.64,3.44,413.75,0.9,0
Milk,15.41,80.79,117.47,1653.83,5.8,2
Potato,13.82,63.39,20.03,715.06,7.4,1
Eggs,4.31,44.37,,369.39,3.3,0
Tomato,24.98,88.57,122.37,1939.41,8.7,2
Mushroom,11.96,74.26,44.59,804.28,2.4,1
Beef,11.92,68.73,46.07,892.15,2.9,1
Beef,3.32,52.7,4.39,402.71,1.5,0
Yogurt,8.42,62.99,38.11,734.54,6.5,1
Fish,10.1,65.69,50.65,581.06,2.7,1
Chicken,5,52.55,4.24,420.29,0.3,0
Yogurt,10.27,61.27,30.04,726.97,5.3,1
Milk,4.7,49.79,4.69,411.53,0.5,0
Yogurt,17.4,80,103.17,,8.9,2
Chicken,21.3,76.29,145.98,2082.8,5,2
Bread,18.27,45.74,4.67,416.77,1.5,0
Yogurt,4.07,46.69,4.67,375.32,2.7,0
Beef,3.34,47.3,6.51,414.75,0.4,0
Spinach,19.12,88.09,122.99,1785.5,6.9,2
Beef,2.11,52.07,6.63,405.91,1.3,0
Milk,,78.53,112.33,1797.23,7.5,2
Mushroom,19.42,90.86,122.78,1797.13,5.8,2
Bread,20.08,49.95,3.48,417.94,1.9,0
Fish,20.29,84.14,108.3,2146.34,5.3,2
Orange,14.38,52.18,44.17,886.42,7.6,1
Fish,1.06,46.92,4.55,422.44,1,0
Strawberry,17.93,85.83,118.1,1803,5.9,2
Eggs,9.39,59.53,31.58,711.77,6.5,1
Spinach,4.17,48.28,5.07,445.69,1.4,0
Milk,8.46,64.85,40.53,749.56,4.1,1
Chicken,10.81,64.07,39.54,786.16,2.3,1
Cheese,8.67,63.68,32.21,749.01,6.1,1
Eggs,5.85,48.87,3.5,388.02,2.8,0
Spinach,11.02,61.1,40.05,803.73,2.7,1
Beef,2.57,51.28,4.82,448.82,1.4,0
Fish,8.75,69.81,48.05,866.53,2.9,1
Potato,6.99,48.14,3.06,374.13,4.2,0
Cheese,10.15,65.91,39.79,740.82,7,1
Potato,24.06,72.67,85.18,1601.66,12.8,2
Potato,9.21,54.33,3.05,390.48,3.8,0
Milk,3.17,47.68,2.73,394.63,0.8,0
Eggs,20.98,81.88,104.6,1663.48,14,2
Cheese,4.03,58.8,4.67,387.54,2.7,0
Eggs,4.2,48.09,1.63,390.72,1.4,0
Apple,13.52,62.61,50.44,799.1,4.9,1
Strawberry,8.71,64.04,53.47,842.96,3.6,1
Eggs,5.04,54.08,3.82,380.02,3.4,0
Fish,20.21,,131.94,1751.33,5.7,2
Apple,5.63,47.41,3.91,411.06,2.2,0
Fish,22.81,83.89,141.52,2024.6,5.8,2
Mushroom,21.27,87.69,127.73,1840.27,8.3,2
Yogurt,4.11,56.41,3.74,374.74,1.3,0
Tomato,22.37,72,134.76,1780.76,9.2,2
Tomato,12.87,58.98,33.63,884.96,5.7,1
Chicken,19.8,76.91,131.17,2044.72,7.5,2
Apple,14.76,64.45,34.2,815.08,4.5,1
Orange,7.24,53.69,3.83,423.63,3.7,0
Milk,6.82,66.43,36.04,726.2,2.7,1
Fish,9.46,71.45,63.24,820.25,3.1,1
Mushroom,13.64,68.16,50.12,765.82,4,1
Eggs,10.8,57.96,31.7,746.46,6.3,1
Milk,16.95,79.89,111.42,1593.37,7.6,2
Eggs,5.97,50.15,2.95,387.06,3.2,0
Spinach,20.41,88.52,122.96,1590.12,7.4,2
Tomato,7.57,47.61,2.96,396.84,1.1,0
Tomato,7.71,56.78,5.01,381.65,1.5,0
Beef,4.87,53.84,6.38,416.62,0.3,0
Strawberry,15.56,76.48,114.45,1708.89,5.9,2
Orange,24.03,85.51,106.84,1706.68,11.4,2
Bread,22.34,58.31,31.23,759.23,4.6,1
Apple,22.11,84.25,,1765.82,10.7,2
Fish,1.14,59.63,2.78,374.36,0.8,0
Beef,0.96,53.14,7.96,414.73,0.7,0
Strawberry,4.8,43.14,5.65,409.26,0.5,0
Tomato,13.49,66.11,41.6,919.25,4.8,1
Yogurt,8.68,59.56,30.49,852.68,5.7,1
Tomato,6.53,52.93,4.28,419.39,0.7,0
Fish,0.67,54.31,7.06,416.92,0.4,0
Strawberry,4.38,50.91,4.57,388.17,1.4,0
Cheese,3.78,54.32,3.71,356.42,3.2,0
Cheese,9.56,57.12,41.22,758.41,8,1
Cheese,9.25,60.19,33.51,864.84,7.6,1
Orange,6.29,51.6,4.93,433.59,4,0
Bread,22.09,53.25,2.58,383.61,2.5,0
Apple,12.44,61.84,35.44,826.5,4.5,1
Strawberry,17.26,82.92,124.78,1860.86,5.3,2
Milk,7.3,65.69,35.21,839.81,3.6,1
Fish,8.74,60.01,44.56,815.22,2.6,1
Strawberry,15.94,82.45,124.01,1664.16,5.8,2
Eggs,18.28,77.92,96.23,1741.18,10.5,2
Beef,4.01,46.95,7.2,380.86,1.2,0
Chicken,21.86,80.82,135.94,1810.13,6.9,2
Mushroom,10.91,65.79,44.28,890.89,2.6,1
Eggs,10.77,59.6,37.46,785,6.2,1
Fish,5.5,59.45,58.27,968.28,2.3,1
Apple,11.67,63.17,37.99,868.04,5.8,1
Bread,22.53,69.78,96.27,1795.87,8.4,2
Cheese,4.18,48.46,2.97,378.4,2.5,0
Eggs,12.35,65.92,36.91,712.08,6.9,1
Cheese,6.34,52.81,3.66,373.88,3.4,0
Cheese,9.32,59.89,39.06,728.6,8.4,1
Orange,5.67,51.21,5.35,388.05,3.3,0
Potato,16.6,69.32,19.61,754.27,9.3,1
Eggs,22.16,79.8,115.32,1634.51,15,2
Potato,7.18,51.5,2.48,422.19,4.1,0
Mushroom,3.24,50.82,2.54,373.92,1.2,0
Mushroom,11.41,70.98,47.81,755.07,2.8,1
Bread,25.39,63.08,31.09,744.67,4,1
Cheese,3.2,57.05,2.24,362.45,3.1,0
Tomato,8.11,58.32,1.93,426.5,2.1,0
Chicken,2.96,46.39,4.33,403.26,2,0
Chicken,3.5,47.25,7.47,429,1,0
Beef,20.85,81.38,137.05,1994.18,6.6,2
Cheese,3.84,51.05,4.67,409.55,3.4,0
Mushroom,10.97,73.23,36.78,896.5,2.2,1
Yogurt,4.92,54.43,4.36,382.97,2,0
Chicken,21.87,86.39,122.62,1851.41,8,2
Mushroom,18.44,74.77,103.34,1867.34,5.4,2
Eggs,10.79,64.71,41.51,748.71,7.1,1
Strawberry,12.14,68.07,45.12,905.65,2.9,1
Potato,6.53,50.11,2.13,387.19,3.5,0
Beef,3,53.84,3.87,450.11,1.3,0
Milk,6.92,63.18,47.04,758.69,3.5,1
Fish,7.3,64.14,50.84,907.11,2.2,1
Cheese,4.09,56.36,4.15,428.51,2.9,0
Milk,9.08,64.12,,698.57,4.3,1
Fish,9.75,63.1,49.8,906.22,1.5,1
Spinach,20.46,87.47,118.68,1863.67,6.2,2
Fish,21.77,70.21,121.23,2045.39,5.1,2
Fish,6.92,73.88,43.2,907.19,1.2,1
Eggs,9.13,64.74,41.75,748.82,7.1,1
Chicken,8.21,63.5,39.13,805.03,2.2,1
Bread,21.13,43.06,4.44,376.17,1.4,0
Potato,14.14,60.98,22.38,742.81,8.7,1
Beef,3.25,57.29,4.86,470.61,0.9,0
Potato,21.66,80.86,117.51,1569.67,14.6,2
Tomato,8.17,45.08,5.39,411.21,2.8,0
Beef,2.19,50.67,4.25,436.07,1,0
Bread,20.61,47.11,0.78,347.42,2.1,0
Tomato,21.62,85.16,120.48,2000.23,8.9,2
Fish,2.67,55.21,6.33,410.46,0.8,0
Mushroom,11.47,64.68,41.22,826.38,3.3,1
Fish,0.99,49.23,6.83,417.67,1.3,0
Bread,19.87,56.09,35.53,633.79,4.3,1
Cheese,9.05,,40.15,729.55,8.2,1
Cheese,16.24,80.33,112.64,1748.19,12.5,2
Apple,5.3,49.34,3.32,416.01,2.1,0
Tomato,6.67,53.81,4.09,451.07,2,0
Apple,3.94,51.33,2.89,418.36,1.6,0
Orange,13.41,54.63,28.38,850.8,6.8,1
Strawberry,20.24,87.35,116.76,1729.2,5.4,2
Orange,5.54,52.74,3.65,383.34,3.3,0
Potato,20.8,78.34,107.63,1590.73,13.3,2
Beef,3.64,55.99,4.94,395.65,0.6,0
Mushroom,21.4,85.04,133.63,1717.95,5.4,2
Chicken,11.13,65.77,43.9,772.09,3.4,1
Potato,23.67,79.58,86.32,1686.13,10.7,2
Eggs,10.94,59.86,38.86,791.21,8.8,1
Yogurt,7.81,65.42,35.86,733.8,4.7,1
Bread,22.23,44.69,1.99,418.2,1.9,0
Chicken,3.2,47.34,1.81,467.09,0.9,0
Orange,26.12,81.12,119.16,1589.92,13,2
Cheese,3.97,50.31,4.83,372.82,4,0
Fish,15.73,86.43,141.96,2124.76,3.7,2
Beef,2.16,54.25,2.97,365.05,0.6,0
Milk,3.93,43.79,4.39,419.49,0.4,0
Cheese,9.81,65.51,37.14,,7.7,1
Yogurt,4.15,50.01,4.64,398.87,2.4,0
Yogurt,10.14,63.34,32.46,715.69,5.3,1
Cheese,18.61,82.88,88.79,1788.86,13.4,2
Tomato,8.36,48.58,4.67,358.18,1.8,0
Mushroom,3.95,51.01,7.66,411.89,1.5,0
Fish,1.84,56.54,6.48,403.78,1,0
Chicken,12.3,69.19,43.01,866.16,3.4,1
Fish,8.61,66.44,47.9,890.89,3.1,1
Mushroom,21.22,88.93,132.79,1614.48,5.8,2
Eggs,,43.92,1.24,391.78,2.6,0
Milk,4.13,52.48,3.55,383.2,1,0
Fish,2.35,51.06,4.63,443.2,1,0
Milk,4.81,52.33,3.59,351.47,1,0
Mushroom,14,71.19,40.87,743.05,2.2,1
Cheese,15.39,78.18,101.18,1748.62,13.3,2
Chicken,2.08,56.06,5.17,405.18,0.7,0
Bread,22.67,67.44,95.72,1631.71,7,2
Beef,10.27,65.88,42.31,808.82,3.7,1
Strawberry,17.73,82.85,119.23,1798.3,5.5,2
Mushroom,17.57,82.99,124.54,1838.01,5.2,2
Milk,13.65,81.48,95.71,1782.26,6.1,2
Chicken,10.54,67.4,27.8,968.92,3.8,1
Milk,2.74,52.53,3.35,363.45,0.5,0
Tomato,8,51.21,5.86,426.16,2.2,0
Yogurt,4.93,50.39,3.61,402.88,2.9,0
Beef,11.08,62.77,43.44,826.67,4,1
Bread,23.29,74.56,100.43,1728.33,7.7,2
Beef,12,71.74,38.39,857.41,3.5,1
Beef,14.14,72.54,49.93,771.81,3.2,1
Fish,0.39,47.09,5.9,396.15,0.7,0
Spinach,11.8,62.47,41.92,845.39,3.8,1
Cheese,4.56,51.78,4.13,380.67,2.6,0
Milk,1.93,56.03,6.36,389.77,1,0
Tomato,8.86,52.96,4.83,424.05,3,0
Spinach,19.88,85.88,113,1781.23,7.7,2
Yogurt,3.96,46.53,2.34,377.16,2.7,0
Apple,21.62,71.15,96.76,1799.77,8.2,2
Spinach,9.31,69.81,48.3,861.35,2.7,1
Tomato,14.78,72.24,34.03,841.85,5.8,1
Cheese,17.41,69.62,100.39,1649.3,13.8,2
Chicken,19.43,76.15,121.1,1813.81,6.1,2
Potato,7.48,49.18,0.96,408.64,4,0
Mushroom,5.48,54.86,4.88,422.73,0.9,0
Fish,1.97,58.22,5.89,440.04,1,0
Strawberry,8.07,70.24,40.59,868.25,3.1,1
Spinach,3.34,42.48,6.57,389.89,1.3,0
Eggs,9.4,56.65,30.79,692.45,6.5,1
Bread,19.63,48.28,3.29,367.03,2.1,0
Potato,20.43,69.32,99.18,1542.18,9.8,2
Apple,21,84.75,115.32,1597.96,10.5,2
Tomato,14.66,66.64,49.68,890.88,5.5,1
Tomato,12.6,67.97,39.87,796.51,4.8,1
Orange,3.25,48.65,,360.91,2.5,0
Eggs,2.54,52.41,5.07,396.51,3,0
Yogurt,7.64,65.17,28.34,721.19,3.5,1
Orange,22.01,73.98,90.14,1574.87,12.8,2
Orange,6.85,51.17,1.88,409.78,3.3,0
Mushroom,13.01,69.19,44.48,857.91,3.5,1
Orange,20.76,79.73,131.89,1747.02,10.9,2
Potato,9.87,,4.11,423.13,3.7,0
Potato,22.8,77.51,86.6,1492.41,13.8,2
Beef,22.24,86.72,133.44,1804.49,8.1,2
Chicken,2.32,53.57,3.88,397.14,0.8,0
Chicken,9.99,69.27,49.45,758.45,2.2,1
Spinach,3.59,54.55,3.16,416.34,1.4,0
Apple,10.94,66.3,40.05,814.43,4.7,1
Mushroom,19.52,91.37,128.13,1724.07,6.6,2
Potato,10.05,46.76,3.02,392.14,4.5,0
Beef,20.88,81.05,142.85,1977.35,7.6,2
Spinach,22.61,82.91,127.38,1868.4,7.9,2
Apple,12.14,56.7,32.41,770.35,4.6,1
Cheese,4.57,51.52,4.24,404.03,2.6,0
Potato,9.77,50.99,3.13,393.62,3.1,0
Mushroom,13.43,73.31,56.51,887.69,3.4,1
Bread,19.21,46.3,3.6,356.29,2.4,0
Potato,8.5,54.86,4.13,375.61,3.5,0
Eggs,4.85,46.77,3.31,414.76,2,0
Mushroom,11.64,74.74,34.38,880.15,3.5,1
Eggs,4.02,49.21,3.7,404.67,3.5,0
Beef,3.31,54.22,6.42,440.71,0.8,0
Fish,9.91,61.61,41.77,716.77,2.2,1
Tomato,7.08,51.22,5.2,396.54,2.4,0
Yogurt,4.4,45.33,1.94,398.22,1.5,0
Mushroom,6.02,60.23,4.17,429.38,1,0
Chicken,3.82,49.06,8.99,423.97,1.1,0
Chicken,3.43,50.25,4.78,386.03,1.4,0
Yogurt,3.84,49.75,3.73,393.96,1.6,0
Cheese,8.81,52.61,42.12,766.42,6.5,1
Mushroom,6.03,65.21,3,452.11,0.6,0
Chicken,3.1,57.87,3.51,388.33,1.5,0
Tomato,10.78,73.13,32.05,838.21,4.1,1
Milk,7.91,59.43,32.57,705.7,3.7,1
Yogurt,3.62,52.37,4.26,398.37,2.2,0
Mushroom,21.16,76.16,132.41,1809.36,5.2,2
Fish,15.56,80.71,146.93,1708.07,5.5,2
Apple,10.34,62.91,47.18,819.37,4.6,1
Mushroom,9.93,71.32,39.1,802.27,4.1,1
Milk,3.92,46.1,3.7,377.09,0.9,0
Potato,13.32,63.92,27.91,799.36,9,1
Orange,11.97,59.7,32.48,794.94,6.6,1
Fish,17.55,91.73,148.38,2032.26,6.1,2
Fish,18.45,87.21,144.27,1939.8,4.4,2
Yogurt,4.78,47.61,3.87,428.59,2.9,0
Milk,17.71,81.41,112.51,1798.12,6.5,2
Eggs,20.06,85.78,101.62,1627.37,12.9,2
Milk,9.5,63.15,30.96,729.82,3.6,1
Eggs,17.72,76.6,94.5,1483.41,13.4,2
Tomato,8.75,56.5,,404.78,1.9,0
Yogurt,5.36,46.38,3.93,382.05,2.5,0
Orange,20.95,70.88,107.42,1750.26,11.9,2
Eggs,6.07,44.44,2.57,392.92,2.9,0
Beef,9.07,67.33,41.35,899.11,4.5,1
Beef,22.14,81.93,133.37,2122.62,5.2,2
Potato,22.4,81.64,110.25,1410.82,12,2
Bread,19.32,44.01,2.44,388.46,1.4,0
Bread,21.83,57.17,30.59,778.41,5,1
Tomato,7.82,56.67,5.3,387.14,1.6,0
Spinach,21.96,88.09,131.36,1806.58,6,2
Mushroom,14.19,70.26,41.4,777.06,2.6,1
Apple,12.76,62.58,28.56,763.39,4.4,1
Chicken,18.6,83.7,109.24,1907.61,7.9,2
Beef,10.09,74.46,42.73,780.98,2,1
Strawberry,11.28,66.49,26.16,831.08,2.2,1
Tomato,16.64,65.86,37.56,796.9,5.2,1
Fish,8.51,62.37,53.07,814.23,3,1
Mushroom,13.51,68.14,33.76,826.81,3,1
Mushroom,18.14,75.62,103.53,2002.3,6.6,2
Spinach,2.92,59.17,4.19,,0,0
Strawberry,3.39,56.28,1.58,450.74,1.2,0
Bread,21.61,53.81,31.82,733.87,3.8,1
Cheese,4.43,45.48,3.37,390.49,2.6,0
Chicken,20.11,82,136.96,1941.15,6.9,2
Bread,19.53,62.23,25.19,679.66,3.5,1
Cheese,,47.17,4.3,435.95,3.2,0
Cheese,8.14,57.4,33.79,770.52,6.4,1
Chicken,2.81,50.73,7.06,369.22,1,0
Potato,13.73,64.56,32.1,791.49,7.9,1
Apple,4.54,49.32,1.99,405.07,2.1,0
Eggs,5.06,46.05,3.28,398.76,3.3,0
Cheese,4.37,50.88,4.08,388.81,3.3,0
Eggs,13.32,64.94,29.78,687.17,7.3,1
Mushroom,13.11,68.53,42.85,821.3,4.1,1
Spinach,11.2,71.75,33.67,803.4,4.8,1
Orange,5.94,50.84,2.79,405.37,1.8,0
Tomato,13.38,65.86,46.04,810.59,4.9,1
Bread,20.58,57.36,31.69,589.15,4.5,1
Cheese,15.32,78.09,103.6,1615.7,12.5,2
Strawberry,3.27,47.52,5.9,446.68,0.9,0
Tomato,13.31,65.28,33.13,839.39,4.9,1
Cheese,6.84,65.21,29.26,767.91,6.7,1
Fish,9.82,65.39,58.18,935.83,2.5,1
Strawberry,12.45,62.88,37.3,929.38,3.4,1
Yogurt,4.71,53.02,4.78,405.98,1.6,0
Eggs,3.5,46.09,3.25,417.15,2.7,0
Orange,18.49,85.98,124.32,1688.93,11.3,2
Potato,13.5,58.44,29.29,653.82,8.2,1
Orange,13.42,58.6,41.39,715.61,5.1,1
Chicken,10.9,69.02,41.74,856.29,2.7,1
Orange,5.42,49.04,3.75,394.02,2.8,0
Tomato,10.4,54.75,4.18,389.56,1.9,0
Cheese,7.28,68.23,32.61,774.82,7.7,1
Cheese,5.23,47.39,4.67,450.13,2.1,0
Apple,20.49,81.49,106.3,1689.22,10.6,2
Orange,7.39,53.03,3.22,400.43,2.3,0
Beef,12.97,70.14,45.28,860.13,3.4,1
Potato,7.47,48.91,2.44,405.08,3.2,0
Potato,22.55,69.16,104.52,1496.32,12.3,2
Cheese,15.46,76.82,133.12,1596.08,13.8,2
Yogurt,3,57.37,3.83,368.45,2.8,0
Eggs,11.76,60.87,31.92,742.22,7.9,1
Eggs,22.52,64.32,93.75,1623.95,12.1,2
Spinach,9.95,70.49,49.24,820.54,3.3,1
Yogurt,3,55.96,4.38,406.24,2.1,0
Orange,24,77.25,118.5,1696.43,10.3,2
Spinach,3.28,50.92,2.33,450.14,1.9,0
Beef,2.76,52.93,6.14,430.44,1.4,0
Orange,23.21,73.62,108.61,1683.76,7.5,2
Chicken,20.27,70.28,148.67,1722.9,5.9,2
Spinach,5.03,51.13,4.26,383.72,1.4,0
Tomato,7.27,54.42,5.44,426.6,2,0
Cheese,3.45,52.18,4.29,368.35,3.5,0
Spinach,21.41,88.79,122.7,1679.33,7,2
Apple,19.28,83.13,127.6,1976.36,9.6,2
Orange,18.39,75.03,104.17,1662.76,12.7,2
Eggs,5.21,53.65,3.92,411.43,3.3,0
Tomato,7.53,54.19,8.19,417.54,2.2,0
Apple,10.93,61.82,35.87,894.36,4.9,1
Cheese,4.19,56.53,4.74,404.27,3.2,0
Potato,8.15,54.43,2.6,390.83,3.7,0
Chicken,3.91,56.96,5.14,416.97,1.7,0
Eggs,11.79,58.01,28.75,755.14,8.2,1
Mushroom,12.68,67.45,51.39,817.82,3,1
Eggs,24.94,74.74,101.61,1657.58,11.6,2
Strawberry,4.84,52.31,5.61,410.09,0.7,0
Tomato,24.66,88.66,108.33,1814.83,10.1,2
Fish,8.73,67.75,52.35,855.45,2.7,1
Beef,2.55,54.21,5.64,420.25,1.2,0
Orange,12.19,59.79,37.35,728.56,5.6,1
Eggs,17.99,76.74,106.73,1717.07,14.7,2
Cheese,4.16,45.45,2.83,410.81,2.8,0
Chicken,18.31,87.72,149.08,1956.99,6.7,2
Potato,13.45,61.4,14.95,782.87,8.7,1
Orange,13.04,67.28,39.33,794.89,6.9,1
Orange,21.13,76.81,107.92,1608.18,12.8,2
Tomato,12.89,64.78,42.1,850.61,5.4,1
Beef,9.2,61.58,48.48,954.24,4.4,1
Cheese,4.93,49.32,3.58,371.05,3.3,0
Bread,23.33,59.08,33.57,755.61,4.3,1
Bread,25,65.8,95.24,1468.63,8,2
Tomato,17.74,80.84,126.4,1627.94,9.5,2
Strawberry,17.3,83.59,119.99,1797.74,7,2
Chicken,21.41,73.66,119.9,1837.7,7.1,2
Yogurt,8.58,57.62,32.29,732.82,4.6,1
Cheese,16.08,82.69,113.69,1835.02,14.6,2
Orange,6.57,48.87,3.39,391.81,2.4,0
Apple,9.89,65.22,39.33,734.56,5.2,1
Milk,8.28,64.75,33.08,714.82,3.1,1
Apple,12.95,66.51,33.74,801.09,4.7,1
Potato,13.33,64.61,30.72,615.19,8.2,1
Apple,24.92,80.11,129.1,1782.71,12,2
Yogurt,19.6,87.99,111.82,1674.16,7.8,2
Mushroom,18.28,92.98,117.8,2046.36,5.4,2
Apple,17.87,75.71,100.89,1909.87,9.7,2
Beef,20.39,81.37,134.73,1964.3,6,2
Bread,19.56,51.71,23.26,645.46,4.8,1
Tomato,7.54,45.06,5.63,396.07,2.5,0
Apple,20.61,77.94,,1760.66,10,2
Yogurt,4.1,47.45,6.09,377.74,2.6,0
Orange,12.57,60.18,33.95,684.25,5.7,1
Bread,21.24,44.82,1.85,407.25,1.4,0
Apple,11.67,56.61,34.82,793.15,4.9,1
Mushroom,5.84,50.22,3.66,411.43,1.1,0
